Indicator Name,Indicator Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,OECD members,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Oman,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,,,34.5,,,23.9,22.3,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Panama,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,,,,,,36.8,,,,,32.7,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Paraguay,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,37.3,,36.8,49.7,44,41.3,38.6,43.7,41.2,37.9,35.1,34.7,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Peru,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,42.4,47.5,48.4,54.8,54.3,52.2,48.6,48.7,44.5,39.3,36.2,34.8,31.3,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Philippines,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,,,36.8,,,33,,,24.9,,,26.4,,,26.5,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,14.8,15.6,16.6,,19,18,15.1,14.6,10.6,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Romania,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,30.6,28.9,25.1,18.8,15.1,13.8,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,17.4,14.1,11.9,11.1,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Rwanda,RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,,,,,58.5,,,,,,44.9
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,,,,,,,,66.2,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Senegal,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.9,,,,,,,57.1,,,,50.8,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,14.6,,9,6.6,6.1,6.9,9.2,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Seychelles,SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6,,,,,,,,,,,,,66.4,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,South Africa,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,38,,,,,,23,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,South Asia,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Sri Lanka,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,,,,,28.8,,,,,,22.7,,,,,15.2,,,8.9,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Sub-Saharan Africa (all income levels),SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Sub-Saharan Africa (developing only),SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Suriname,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Swaziland,SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,69.2,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Switzerland,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,72.4,,,,53.5,,46.7,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6,,,,,,,,35.6,,,,,,,33.4,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Thailand,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,,33.7,,28.4,,19,,14.8,,17.5,,21,,14.9,,11.2,,9.6,8.5,9,8.1,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Timor-Leste,TMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7,,,,,,49.9,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Togo,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Trinidad and Tobago,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Tunisia,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,6.7,,,,,6.2,,,,,4.2,,,,,3.8,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Turkey,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,28.1,25.6,20.5,17.8,17.8,17.1,18.1,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,,,,44.4,,,33.8,,,38.8,,,31.1,,,,24.5,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,19.3,14.7,8.4,6.8,4.6,2.9,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,United Arab Emirates,ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,United States,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Upper middle income,UMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Uruguay,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,30.5,22.4,20.9,18.6,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB",VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,50.4,48.7,46.3,45.4,55.4,62.1,53.9,43.7,36.3,33.6,32.6,28.5,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1,,,,,37.4,,,,28.9,,19.5,,16,,14.5,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,West Bank and Gaza,WBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,,21.9,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,World,WLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,,,,,,,34.8,,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7,,73.8,,,68.1,,66.8,,,,,66.5,58.4,,59.3,,,,,
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Zimbabwe,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,,42,,,,,,70.9,,72,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Afghanistan,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.15847923,46.01384308,41.59410333,39.48041625,32.58905844,34.49483268,28.13448784,31.17755035,29.91532348,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Albania,ALB,,,,,,,,,,,,,,,,,,,,,33.60020622,32.40029857,31.69971064,34.10009753,33.09994072,34.6000124,34.00000012,33.20002479,31.49988184,32.30019749,35.90079022,39.29529522,51.64187024,54.64097648,53.62098062,55.81214471,33.02560989,33.62214704,32.60271937,29.50918524,29.13058321,26.95393762,26.31162202,23.99620713,23.49999893,22.8,22,21.11725576,20.30465525,20.40193543,20.16002904,20.04532046
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Algeria,DZA,,,,,,12.87621342,9.137255611,10.33066569,10.85337364,9.030164853,9.205465831,9.569175114,8.420845606,7.039760173,7.36662914,10.41840822,9.92688073,8.470140695,8.805621482,9.016628593,8.509234372,9.235127691,8.389786561,7.746150486,7.530864287,8.995894092,10.17942175,12.87465983,12.16765644,13.03901512,11.35826744,10.167058,12.12684641,12.09707289,10.05843691,10.49781797,11.76669856,9.482320157,12.53328136,12.20107884,8.879883556,10.40755984,10.00359807,10.49123703,10.18849348,8.221656771,7.988788539,8.025345596,6.920099503,6.915570641,6.915570641,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Andorra,ADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Angola,AGO,,,,,,,,,,,,,,,,,,,,,,,,,,13.54870728,14.38840516,12.85722713,15.91700513,19.14930445,17.93801129,24.02603715,10.13807452,11.55773601,6.646036025,7.312278655,7.026869166,9.002017942,13.03375828,6.290256828,5.664689564,8.156377022,7.853170077,8.330554995,8.626682901,8.489993816,7.664511109,7.860272469,6.642216007,10.2020848,9.8421845,10.05888754
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Antigua and Barbuda,ATG,,,,,,,,,,,,,,,,,,10.96339235,10.27319937,8.23177742,7.116745742,6.773101113,6.211767674,6.121703693,4.78374043,4.939139905,4.457444945,4.519128188,4.183445978,3.990074633,4.177577683,4.156458402,4.230733607,4.095350891,3.725817591,3.879533452,3.853373292,4.106819974,3.966907085,3.944996996,1.846548136,1.850579639,1.953522869,1.98624119,1.8721828,2.02437833,1.910026057,1.939081977,1.838371975,1.771181271,2.000780579,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Arab World,ARB,,,,,,,,,,,,,,,,9.581450788,9.267407465,8.967809725,8.823828956,7.569151849,7.579874461,7.658205683,7.850454481,7.925576712,8.160649568,9.198163762,10.13099521,10.48369874,10.6113446,10.57751367,10.68016829,10.37063527,10.1257095,10.11491091,9.970046559,9.628492796,10.12506471,9.471826845,10.54292657,9.712113635,8.618867114,9.199524731,8.953723007,8.695300128,8.4873164,7.851381719,7.637553153,7.274363184,6.756332163,7.759211976,6.88336236,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Argentina,ARG,,,,,,12.90416299,10.27858629,9.980386321,9.721276988,9.185892727,9.637560964,10.86594775,10.98486987,11.9525478,10.23083775,6.583910492,8.152170712,8.087142114,7.504427478,7.796277359,6.353505005,6.475522961,9.596156046,8.658324961,8.345976837,7.634307257,7.80040264,8.094358464,8.977868218,9.616065096,8.123676208,6.716491769,5.9907871,5.492024807,5.440196477,5.69811205,5.997435207,5.599945444,5.617611878,4.735356491,4.97122125,4.814449914,10.68302098,10.98683215,10.41291605,9.401029227,8.39295664,9.394874713,9.837195753,7.503740462,10.00347112,9.092057417
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.37626972,24.97346072,31.04272063,51.36559092,44.8709973,42.25531295,36.82596272,31.96867743,33.99572797,29.46402128,25.54787016,28.32815471,25.96189882,23.68209805,24.6622,20.89251738,20.45109791,20.28206022,18.39812089,18.9138923,19.57784171,20.65937625
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Australia,AUS,,,,,,,,,,,,,7.033741759,8.550115912,9.5909003,7.231729841,6.316059785,6.152599829,5.454672039,7.758435544,7.877186637,6.692599806,6.100922656,4.435801979,6.133214017,5.673843039,5.091244733,4.958246096,5.208420676,5.364689773,4.923955099,3.631460914,3.52036822,3.71007115,3.799483263,3.416733382,3.819476614,3.666766557,3.43677929,3.450221078,3.512803899,3.968649452,4.438794648,3.270656072,3.48012337,3.265036947,3.092147273,2.367258175,2.436576018,2.365472851,2.284058842,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Austria,AUT,,,,,,,,,,,7.830930541,6.850302894,6.735601934,7.250833366,6.673793376,6.250558976,6.179420866,5.342608806,5.320015698,5.237850558,5.299017394,4.867427178,4.415239259,4.137734861,4.381639043,3.837882153,3.938411321,3.89741281,3.750399723,3.681055163,3.710347047,3.445843993,3.016315867,2.701691243,2.869389233,2.625772677,2.363420773,2.330417407,2.180247134,2.107525401,2.026286374,2.043741742,1.93525545,1.850212284,1.853935363,1.605755234,1.63547887,1.746160423,1.712201053,1.528135877,1.531411413,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.03563158,32.30848574,28.50490407,28.48862115,32.99219397,27.28842832,27.5296626,21.73458154,18.92896334,19.1560716,17.14337347,16.10301355,15.17167667,13.46151481,11.84267051,9.895473393,7.500918359,7.002185706,5.970850713,6.648044011,5.75301236,5.758272297
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,"Bahamas, The",BHS,,,,,,,,,,,,,,,,,,,,,,,,,2.333389248,2.190721649,2.084011629,2.085260293,,2.34391314,2.551210659,3.318907556,3.144474221,2.838003735,3.157496342,3.344744855,3.128055541,3.374874813,2.992721309,2.666727711,2.850292993,2.620122444,3.123889153,2.7654737,2.342788162,2.194145311,2.451847517,2.326734733,2.293187638,2.077301088,2.212097416,2.179118682
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,0.98437098,1.012347548,1.057776481,1.153517516,1.116785179,1.194376929,1.368718954,1.342507202,1.180464505,1.135139026,0.949346076,0.88214117,0.909897895,0.851380825,0.860344103,0.862946647,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Bangladesh,BGD,,,,,,,,,,,,,,,,,,,,,31.5543184,31.70117471,31.17422557,30.68630451,32.29348801,32.76831115,31.93879712,32.42587351,31.05157408,30.35591023,30.25096794,30.36520119,29.38478792,26.25152713,25.6284899,26.38431848,25.67601183,25.78142393,25.44766787,26.17744348,25.51408614,24.09689501,22.73041716,21.75329256,21.03607584,20.14203289,19.61281397,19.24346501,19.01069898,18.72844738,18.58781574,18.43095586
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Barbados,BRB,21.49253731,20.24965326,19.35699933,23.07242991,19.88095238,20.01127396,19.62125197,19.18956684,14.62626263,11.96487377,10.97217881,9.403153153,9.870918755,10.36279816,10.69643973,13.3314302,9.492385787,10.3134483,9.315318976,9.180602007,9.90949911,6.974563096,6.843403451,7.140224196,6.709727383,6.236815372,6.37705141,6.867021577,6.481481792,5.162221611,7.399939917,7.438125224,7.091349592,6.77188098,6.452470656,6.303317107,7.239505082,6.992692418,5.805686975,6.245415332,4.292576632,4.604218736,3.762901174,4.464018554,3.542169714,3.765041811,3.106969263,2.80444261,3.157017863,3.027063241,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5450237,20.98803828,23.57232133,18.2883419,14.9995037,17.46044053,17.02530861,15.37783815,13.8722429,14.64210214,14.15322736,11.87493737,11.7752761,10.20404206,10.32874371,9.773648576,9.752111856,9.343416174,9.775957501,9.434591527,9.224603636,8.13272609
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Belgium,BEL,,,,,,,,,,,4.020533561,3.972975561,4.551149938,4.374639975,3.34489537,3.285582696,3.373216738,2.818361719,2.899859534,2.582426215,2.323902894,2.473422842,2.57493342,2.672307892,2.535548339,2.353934119,2.278039703,2.081974722,2.037208579,2.319761383,2.070952641,1.975045904,1.861173513,1.776445006,1.720629417,1.51438317,1.544987485,1.560764275,1.45613361,1.289631252,1.377705811,1.3157725,1.174804789,1.117453952,1.108919891,0.827943749,0.901322597,0.881363407,0.669807939,0.671757629,0.697391975,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Belize,BLZ,,,,,,,,,,,,,,,,,,,31.36165145,30.76923077,27.43830787,26.13168724,22.51192369,21.48214821,20.83445491,20.37259615,20.95213849,22.74624374,22.28496142,20.38819876,19.98050682,18.28921384,17.63946763,16.70778592,16.86392059,17.77193939,17.75389691,17.40041906,16.73909478,17.28010924,16.74845489,15.1627304,14.77204616,16.63329638,16.46562514,15.29950835,14.60899105,12.27138114,12.13027724,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Benin,BEN,46.15772312,46.19378569,44.70927263,43.71836972,45.52815224,44.61942496,45.14781984,42.08101317,38.86806904,38.4966628,36.32785235,34.35773597,34.23102232,33.62392035,31.53369578,30.53866654,33.19650629,31.85508537,34.5421439,34.99288605,35.43268847,32.66465236,32.5011997,33.15764431,33.31156053,31.54554888,33.67105901,33.27995076,34.38009319,37.85688479,36.07850097,36.32702452,35.99580708,33.7588271,33.45117819,34.03341279,37.66207167,37.47918603,38.20574159,37.84611047,36.53295211,35.52830013,33.760924,32.0856908,32.08306052,32.19986734,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84450145,0.842514291,0.736600783,0.738588207,0.70624074,0.728889703,0.835399002,0.862432201,0.88688856,0.841630847,0.895577712,0.799296109,0.821071628,0.769959628,0.772928386,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,43.48034962,42.98432824,43.46508706,43.62518877,44.19280107,43.83812724,40.12540885,38.04162721,37.36499523,36.31815141,35.38715033,35.02875833,34.1566158,34.6010154,34.29409275,32.51414942,32.32948661,31.56128462,29.5483577,28.43126645,27.65514228,26.98154842,26.3198981,25.58247886,23.17913145,22.13544844,19.23209897,18.97992083,18.74808883,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Bolivia,BOL,,,,,,,,,,,20.78299974,20.93701872,20.18941295,21.03499628,22.00073919,21.79392464,21.2915903,20.84693159,19.12915515,18.58726299,19.01624318,19.27080102,17.626111,20.68747219,22.75380441,20.56368896,18.33381704,17.82499561,17.16372021,16.66769891,16.74085359,17.08879544,16.02685296,16.32908715,17.11495533,16.8836134,16.37743056,17.24065428,14.66998755,15.10590337,15.00764784,15.21536404,14.89878565,15.41800031,15.37465563,14.3780137,13.87611061,12.87739439,13.46940454,13.82934328,12.85313726,11.74790277
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.85332285,20.7,25.21315469,21.33744912,19.44020709,16.15335578,10.58301492,10.76126758,10.08915339,8.963525992,10.73575207,10.54785469,10.41605134,8.801428374,7.919462039,7.838390722,7.599480386,8.699478624
